teks_tweet,lokasi,created_at,username,lang
"Kalau mau gelontorkan uang ke rakyat namanya BLT Pak Prabowo.. Kalau MBG itu gelontorkan uang ke vendor..

Paham ga Pak bedanya?! Malu Pak sebagai presiden pemahaman sederhana begini saja jeblok banget.. https://t.co/7XfWCFrDjX",,2026-04-29T10:25:52.000Z,PaltiHutabarat,in
"Baca di sini: https://t.co/gtvnitgUn6 

""Kita jangan jadi bangsa yang rendah diri. Minder-minder-minder, selalu bangsa asing yang hebat. Banyak negara sekarang belajar MBG ke kita. Banyak belajar MBG ke kita,"" kata Prabowo di Cilacap, Jawa Tengah, Rabu (29/4/2026), dikutip dari https://t.co/KOMB93Ynnn",,2026-04-29T09:17:05.000Z,kompascom,in
"Duuhh...Opa..Negara lain Ketawa ngakak liat Program MBG yg ga jelas,Keracunan pula..,
Untuk kalian Para Pembisiknya tolonglah..Opa Prabowo udah tua,bisikin yg benar aja deh,biar ga diketawain Negara Lain dan Rakyat Konoha...wkwkwkwk https://t.co/mQTBTMxT5n",,2026-04-29T09:55:16.000Z,hardye76,in
"Program MBG Prabowo dibilang KONYOL &amp; DZALIM oleh KH Marzuki Mustamar! Masa anak orang kaya di sekolah elit dipaksa makan siang gratis standar 10 ribu? Bisa-bisa cuma diliatin doang! Anggaran negara kok dipaksain buat yang gak butuh?  #KebijakanKonyol #MBG #KHMarzukiMustamar"" https://t.co/Mswlye02Og",,2026-04-29T08:54:17.000Z,YudhaShanny2,in
"pak @prabowo ini ada intelejen asing buka loker via sosmed, di bapak ada info loker ga pak yg ga dibatasi umur selain jadi ahli gizi, senior cook, helper, &amp; runner di MBG?
info lokernya dong pak @prabowo yg UMR-nya mengikuti perkembangan global
terima kasih, salam WNI",,2026-04-29T15:17:26.000Z,dkmgn,in
"Teruskan MBG, Prabowo: Apa Salahnya Presiden Gelontorkan Uang ke Rakyat?

Presiden Prabowo Subianto menegaskan komitmennya untuk melanjutkan program MBG sebagai bagian dari kebijakan pro-rakyat. Ia menyampaikan bahwa penggunaan anggaran negara untuk membantu 
#kamis #pagii",,2026-04-29T23:14:22.000Z,polewalinews,in
"Tinjau SMAN 1 Cilacap, Prabowo: Anak-Anak Bicara ke Saya, Perlu MBG

https://t.co/6zEs59FFN9",,2026-04-29T09:57:00.000Z,tribunnews,in
"Baca di sini: https://t.co/uwkDZPqPU2

Presiden RI Prabowo Subianto menegaskan komitmen pemerintah dalam mengalirkan kembali kekayaan negara kepada rakyat melalui berbagai program strategis, seperti Makan Bergizi Gratis (MBG).

~AC #MBG #Prabowo https://t.co/yqHFaQ94iI",,2026-04-30T05:59:39.000Z,kompascom,in
"Hal itu disampaikan Presiden Prabowo dalam sambutannya pada acara groundbreaking 13 proyek hilirisasi di Cilacap, Jawa Tengah, Rabu (29/4/2026). Menurut Presiden, skala program MBG Indonesia sulit ditandingi oleh negara lain.
https://t.co/dqGkhASS9h",,2026-04-29T11:23:20.000Z,mediaindonesia,in
Banyak Orang Berani Tuding Prabowo dan MBG Gagal,,2026-04-29T13:03:49.000Z,PorrestGumf,in
"Hallo @prabowo, justru byk org yg tak yakin MBG itu tak akan berhasil makanya org pd protes. 
MBG itu cuma program memperdaya rakyat dgn kedok gizi utk mendapatkan cuan dan suara dipilpres 2029.",,2026-04-29T14:22:30.000Z,_Haris_Srg,in
Prabowo Janji Teruskan MBG Sampai Selesai! https://t.co/iUSwGrnV11,,2026-04-29T12:03:47.000Z,detikfinance,in
"Sepenting apa MBG itu?? Ini kenyataan nya.

#jagaindonesia #prabowo #MBG #faktaindonesia #indonesiakita https://t.co/b5McArVzgG",,2026-04-29T08:56:24.000Z,SuaraArus,in
"hhhhhufffft mbukak x kok isine prabowo, mbg, jule. jann prek kabehhhhhhhhhhh",,2026-04-29T15:44:13.000Z,vrhoneybunny,in
"Prabowo dalam Mode Kampanyenya, mengatakan pada Masyarakat Indonesia, agar kita GA USAH MINDER dengan Program MBG

Sepertinya prabowo GA TAHU BERAPA BESAR ANGGARAN MBG itu, Jadi Gimana Kita MINDER Jika Anggaran MBG untuk yang SPPG tidak aktif saja 288 Miliar rupiah per bulan, https://t.co/9Qqmd8yoqM",,2026-04-29T10:44:10.000Z,WeKa_Ronin,in
"Siswa SMAN 1 Cilacap Terkesan Sikap Hangat Prabowo: Mau Dialog dan Makan MBG Bareng

Cilacap — Sosok hangat Presiden RI Prabowo Subianto membuat Devani Aisyah, siswa kelas 11 SMAN 11 Cilacap, terkesan. Devani mengaku sempat berbincang dengan Prabowo saat meninjau langsung hasil https://t.co/wxU8JHcZDV",,2026-04-29T15:20:20.000Z,RadioElshinta,in
"Video: Kebut Kopdes-MBG, Prabowo: Gelontorkan Uang ke Rakyat, yang Salah Apa? https://t.co/WrXLRxc4Tj",,2026-04-29T16:04:15.000Z,detikfinance,in
Prabowo Jawab Kritik MBG Dkk: Apa Salahnya Gelontorkan Uang ke Rakyat? https://t.co/rfZt268Ftw,,2026-04-29T08:35:23.000Z,CNNIndonesia,in
Presiden Prabowo Subianto meninjau langsung hasil revitalisasi sekolah serta pelaksanaan program Makan Bergizi Gratis (MBG) di SMAN 1 Cilacap pada Rabu (29/4/2026). Prabowo melihat kondisi fasilitas sekolah pasca revitalisasi serta berinteraksi dengan siswa dan tenaga pendidik https://t.co/2KwJn9TN5q,,2026-04-29T03:46:18.000Z,Beritasatu,in
"Kalau Prabowo ikut kyai coba Ikut saran Kyai Marzuki musatamar  yg cukup disegani di jam mah NU.. 

Kritik program MBG, KDMP, Pendakwah NU KH Marzuki Mustamar: MBG itu program konyol! Pembangunan Kopdes di setiap desa dan kelurahan juga terlalu memaksakan, itu tidak baik!! https://t.co/z8dzFMOY9e",,2026-04-29T04:47:28.000Z,165Hati,in
"Buka mata lu, gedein tuh segede jengkol, yg butuh dana jorjoran tuh bukan MBG kocak lu @prabowo",,2026-04-29T06:10:02.000Z,jaesxc,in
MBG dan KDMP adalah kebutuhan Prabowo 2029,,2026-04-29T07:45:08.000Z,PutraMataSatu,in
"Apa yg dilakukan jokowi, dilakukan juga oleh prabowo. Mulai dari dari nepotisme, kolusi, dan korupsi berjamaah melakui mbg, kopdes dan proyek lainnya. 
Dulu jokowi memberi karpet merah ke china, prabowo memberi kariet merah ke trump dan isriwil.
Harapan rakyat indonesia yg lebih",,2026-04-28T23:51:32.000Z,lucimaya123,in
"@kang___L @G336387 Guru ini benar skl, MBG itu berasal dari uang rkyt dari pajak dan hasil kekayaan alam milik negara (rkyt) bukan uang Prabowo",,2026-04-29T00:31:37.000Z,susno2g,in
nutup prodi ternyata anggarannya buat bangun mbg toh. rezim prabowo isinya dajjal jing😖,,2026-04-29T09:07:04.000Z,kidmealls,in
"Prabowo gemar sekali omon2. Kalau berkomitmen untuk mengembangkan pendidikan, kenapa anggaran pendidikan dipotong untuk MBG? https://t.co/0nDEhOKefr",,2026-04-29T12:57:37.000Z,IDNPict,in
"Kunjungan tersebut untuk meninjau hasil revitalisasi bangunan sekolah sekaligus mengecek pelaksanaan Program Makan Bergizi Gratis (MBG). 

https://t.co/8iN99IpDPH",,2026-04-29T07:07:04.000Z,mediaindonesia,in
"Prabowo menerapkan manajemen reaktif, bukan mitigatif. Infrastruktur penyeberangan rel seharusnya dibangun proaktif tanpa menunggu korban berjatuhan. Rp4 T terlalu kecil dibandingkan Rp335 T anggaran MBG.",,2026-04-29T06:17:05.000Z,IDNPict,in
"hingga saat ini, prabowo blm berhasil mengganti dadan, odhal dia presiden.

MBG sdh dibagi ke lini kekuasaan scr merata. bahkan ridwankamil aja punya 20 lbh dapur, yg kalo dikompirmasi, pasti dia blg itu punya adiknya 😀🤣 https://t.co/2l2kRoRBiR",,2026-04-29T01:31:35.000Z,wakcis,in
"Mengatakan kebenaran akan menjadi musuh raja omon omon. Pendukung omon omon gak suka dgn penyataan yg memang sesuai fakta, maunya pernyataan palsu yg penting ABS (  Asal Bapak Senang ). Memang faktanya dana MBG bukan dari duit pribadi prabowo, apa yg salah dgn pernyataan guru ini https://t.co/uQFRMZYC0D",,2026-04-28T13:53:10.000Z,BolaNaga,in
"Ya ..Tim Thomas Cup kalah...
Satu sisi kecewa, tapi hikmahnya, kalaupun juara, nanti diklaim @prabowo karena para pemain diberi MBG. Jadi lebih baik kalah.

cc @INABadminton",,2026-04-28T23:37:21.000Z,Gus_Arifin,in
"@Boediantar4 @YouTube Program unggulan Prabowo MBG, bikin rakyat tergantung pemberian pemerintah.
Program Anies sekolah gratis, bikin rakyat pintar.
Tapi 58% ( katanya ), inginnya tetap jadi penerima.
Parah",,2026-05-16T08:28:16.000Z,wansrosadi,in
"It’s always happen when I was abroad ya. Sad and bad things in Indonesia. Apakah ini jinx travel?

Ketika gue ke Kenya, ada tragedi September. Sekarang ada kecelakaan kereta ya Allah tapi presiden tetep fokus ke MBG. Wok woke up please @prabowo",,2026-04-28T18:48:55.000Z,yuristhalitha,in
Mbg khusus powerlifter kek gua mana ndud @prabowo,,2026-04-29T06:03:36.000Z,NandasChamber,in
"Hallo @prabowo, anda mau tahu? Kerjaan Presiden Konoha saat ini hanya ada 4 :
1. Bagi-bagi jabatan utk Kroninya.
2. Hambur-hamburin uang lewat MBG &amp; KDMP.
3. Pidato Nyinyir kayak tante2 jablay kurang kasih sayang. 
4. Jalan- jalan keluarga negeri. 
Udah ini doang. 😄",,2026-04-29T09:02:36.000Z,_Haris_Srg,in
"Di pusat surabaya ADA BANNER DIJPO HADAP JL RAYA Ada Cek MBG prabowo hormat pake kata kata yang ga bijak sama sekali

Justru kualitas dia sebagai presiden BPD RI 1 FINALL BOSS",,2026-04-28T15:18:12.000Z,paxxinajiz,in
Lanjutkan MBG tapi gak dengan gaya militer ala prabowo,,2026-04-28T12:07:26.000Z,reiginza,in
"@pabrik90 Mbg prabowo dah males kritik prabowo, sensitif banget, kemarin nge tweet jadi hit tweet di suruh hapus sama komdigi, kerja ga becus di kritik ga mau",,2026-04-28T15:36:54.000Z,boxxtoc,in
"Andai gelontoran dana MBG dr P'@prabowo @Gerindra (bos Prof.@bang_dasco, P'@MuzaniGerindra @Fraksi_Gerindra, om: @PrasetyoHadi28,@sjafriesjams @Kemhan_RI, @fadlizon, @Dahnilanzar &amp; @KemensetnegRI) diserahkan aja pengelolaannya kpd S***rindo?. Sptnya takkan bocor parah. https://t.co/lwFzGcnASI",,2026-04-28T07:24:56.000Z,repoeblikan,in
"@prabowo ,@DPR_RI ,@KemenkeuRI ,@KPK_RI ,@bpkri , @KejaksaanRI ,@tvOneNews , @KompasTV ; 
Sudah sedemikian parah BGN dng MBG nya ini ; ustadz pun ikut menyuarakannm, tidak kah Presidwn dan DPR tergugah unt evaluasi ??
https://t.co/n06tjvuq6t https://t.co/1uJs3Xt4J1",,2026-04-28T12:45:31.000Z,susno2g,in
"Taksi Green SM yang ""bawa"" ke Indonesia adalah Jokowi. Gara-gara MBG, anggaran-anggaran KAI untuk keselamatan dll juga pasti kepotong. 

Prabowo dan Jokowi turut ikut andil atas hilangnya 15 nyawa wanita kuat itu.",,2026-04-28T13:54:08.000Z,prasajournal,in
"Harusnya kereta jarak jauh itu jalurnya gak lewatin jalur krl, gue gak paham sama pemetaan jalur kereta api di indo, semrawut dan terlalu berbahaya. Daripada mbg, mending bangun yg bener itu jalurnya. Prabowo asu",,2026-04-27T17:28:54.000Z,lifeasarchive,in
"Di sosial media: penuh kebencian.
Di dunia nyata: belum tentu sama.
#viralvideo #prabowo #mbg #fyp https://t.co/86M37IWwTn",,2026-04-29T04:39:49.000Z,tonyandre77,in
Mencontoh Atasannya CEO MBG  Presiden Indonesia Bapak @prabowo,,2026-04-28T16:37:35.000Z,Ell4Dom3,in
makin keliatan kalo mbg ini bener² buang² duit. woy @prabowo stop buang² anggaran,,2026-04-29T04:36:05.000Z,jjangwonieee,in
"ya lebih penting mbg lah.

kalo sekolah pada gratis dan rakyat jd pada pinter, nnt siapa yg mau dukung prabowo 😭",,2026-04-29T05:44:18.000Z,bajinand,in
Efisiensi MBG Presiden Prabowo Penting Untuk Dorong Pertumbuhan Berkelanjutan #MBGHematAPBN https://t.co/HDTmVZhJDC,,2026-04-28T22:21:48.000Z,KiraniMaysha,in
"Jika dihina orang, selama 20 tahun tetap terngiang-ngiang. Sementara jika dipuji, hanya 30 hari dlm ingatan.

Pantesan parpol2 memuji Prabowo setiap bulan. 

Terakhir, BRIN juga memuji Prabowo sbg kandidat NOBEL untuk MBG 30 tahun mendatang.🤣🤣",,2026-04-29T02:30:17.000Z,suryadelalu,in
Aktivitas negara maju tanpa mbg dan prabowo. https://t.co/8Y07EDvSyg,,2026-04-28T09:09:37.000Z,oldcaddilacvibe,in
"Prabowo tidak akan hentikan MBG karena uang kita ada ?
Pernyataan “uang kita ada” menyederhanakan anggaran seolah kas bebas pakai. Padahal itu pajak rakyat yg harus tepat sasaran. Tanpa evaluasi dampak, MBG berisiko jadi proyek populis, kuat di citra, lemah di solusi struktural☕️",,2026-04-29T02:42:41.000Z,GanjaOto,in
"Omong besar @prabowo mau siapkan anggaran 4T buat beresin lintasan KA. Sementara di Aceh hingga detik ini byk rumah yg masih terbenam lumpur, byk infrastruktur yg masih terbengkalai. Disisi lain BGN terus foya2 dgn anggaran MBG. Dimana Iman-Otak dan Nurani? https://t.co/wzX1d1Rcz4",,2026-04-29T01:18:42.000Z,_Haris_Srg,in
"Penegasan fokus MBG menunjukkan keseriusan pemerintahan Prabowo Subianto dalam memastikan program tepat sasaran. Bukan sekadar bagi-bagi makanan, tetapi intervensi gizi yang terukur dan berdampak jangka panjang. https://t.co/LJ62mYs3Pg",,2026-04-28T05:56:40.000Z,sisigelap404,in
"APBN yang bersumber dari uang rakyat yang nilainya 350 T dipake buat MBG, bukan buat perbaikan transportasi rakyat. @prabowo tolol IQ monyet!",,2026-04-28T16:39:45.000Z,arzensquadron,in
"@KakekHalal Program MBG adalah program untuk membenturkan rakyat.
Program kampanye gratis @prabowo  untuk melenggang di pemilu 2029.
Sudah di tebak,dia akan mendapatkan pemilih dari orang orang yang mengelola MBG,itu sebabnya,kiamat pun MBG tetap berjalan.
Di sisi lain,guru di abaikan,Miris! https://t.co/TfTCWVcYox",,2026-04-28T22:15:17.000Z,nenglaela93,in
"""Pemerintah Prabowo Gibran ini urus minyak gak bisa, urus pertahanan gak bisa, urus MBG gak bisa.
#JokowiPerusakRI 

Menurut pasal 4 konstitusi, kepala pemerintahan adalah presiden"" (Feri Amsari)
#JokowiPerusakRI https://t.co/3Zf9nOkkPy",,2026-04-27T06:24:10.000Z,Srik4ndiMuslim2,in
"Penjarakan Kepala BGN yg menipu presiden dan menghina negara 
#JokowiPerusakRI  

""Contoh menu yg dikirim ke saya itu enak2. Ada rendang, lele 1 ekor, tapi knp orang tua murid mengupload MBG singkong rebus, lengkeng 3 biji. Ini penghinaan bagi negara"" (@Prabowo)
#JokowiPerusakRI",,2026-04-27T18:15:54.000Z,ArtaN7707,in
"@prabowo STOP MBG ALIHKAN ANGGARAN UNTUK HAL YANG JAUH BERMANFAAT

SALAH SATU NYA UNTUK PERBAIKAN SISTIM SIGNAL KERETA API DAN PEMBUATAN DOUBLE TRACK JALUR KERETA",,2026-04-28T05:33:08.000Z,Catatan_ali7,in
"@prabowo Penyebab kecelakaan udah jelas, tidak ada palang pintu, tidak kompetennya pengemudi dan pemilik perusahaan taxi, kurangnya jalur untuk kereta cepat, mending uang MBG di alokasikan buat perluasan sarana dan prasarana sama naikin gaji tim rescue https://t.co/5NyQv0Wdp0",,2026-04-28T06:55:05.000Z,FinalClosed,in
"IMO, prabowo sebenernya udh tahu juga soal oversupply dokter, cuma 300 FK ini menurutku kayak MBG juga, cara prabowo buat ambil dukungan kalangan elit tertentu (not to mention this is sounds populist as heck) 

FK adalah fakultas yg bergelimang uang soalnya",,2026-04-28T03:03:00.000Z,ardi_tama1,in
"Program MBG dirombak besar-besaran oleh Prabowo Subianto untuk meningkatkan efektivitas dan ketepatan sasaran. Fokus MBG diperjelas agar pelaksanaan lebih terarah, berkualitas, dan memberikan manfaat maksimal bagi masyarakat yang membutuhkan. https://t.co/A3wMgdHTPE",,2026-04-28T02:08:00.000Z,InfoMakan2,in
"Penjarakan Kepala BGN yg menipu presiden dan menghina negara 

""Contoh menu yg dikirim ke saya itu enak2. Ada rendang, lele 1 ekor, tapi knp orang tua murid mengupload MBG singkong rebus, lengkeng 3 biji. Ini penghinaan bagi negara"" (@Prabowo)

#JokowiPerusakRI 
#JokowiPerusakRI https://t.co/3JWuiE5O8H",,2026-04-27T12:01:09.000Z,ArtaN7707,in
"Baru nonton Cdrama No Pain No Gain, urusan gagal dan hambur2in anggaran; mestinya Mr. Sima hire Prabowo sih. Pei Qian masih kalah ngawur sama MBG, KMP dan BoP. Rakyat Indo   mentalnya udah kek karakter Ma Yang, yg polos dan hidupnya genre dark comedy. https://t.co/Tgu68i78xC",,2026-04-29T00:46:19.000Z,AzmiFaiqoh,in
33.626 korban keracunan MBG udah pernah dijenguk belum sih? Dan orang-orang di depan istana negara setiap hari kamis itu udah pernah dijumpai belum ya?,,2026-04-28T13:31:54.000Z,akusukachatime_,in
"""Pemerintah Prabowo Gibran ini urus minyak gak bisa, urus pertahanan gak bisa, urus MBG gak bisa.

Menurut pasal 4 konstitusi, kepala pemerintahan adalah presiden"" (Feri Amsari)

#JokowiPerusakRI 
#JokowiPerusakRI https://t.co/3cl1Bq98bU",,2026-04-27T18:18:42.000Z,ArtaN7707,in
"Noted ✍

MBG China bukan kampanye politik.
MBG Prabowo Gibran bagian dari kampanye politik.",,2026-04-28T08:13:28.000Z,PerryGerr,in
Fokus MBG juga diperjelas pada aspek pemerataan. Prabowo Subianto memastikan program menjangkau daerah terpencil agar tidak ada anak yang tertinggal dalam mendapatkan asupan bergizi. https://t.co/SedJJw6wZN,,2026-04-28T06:01:52.000Z,sisigelap404,in
"Katakan MBG adalah cara menjatuhkan @prabowo hingga ke tulang sumsum, krn bukti2 ketidakwajarannya luar biasa, pengusutan kasus2 bisa bertahun2 ke depan. Masalahnya, Prabowo aja gak peduli sama sekali 🤣 ini program hantu, tak jelas siapa intelektualnya. @jokowi @SBYudhoyono 🇲🇨🔥",,2026-04-27T23:50:13.000Z,abgmbg,in
"Kalo negara sanggup gelontorin triliunan buat MBG, harusnya juga sanggup beresin perkeretaapian, tertibin ormas yang nahan penutupan perlintasan, benerin sistem sinyal, bangun underpass/flyover. Semoga pihak terkait bisa berbenah biar ga terjadi lagi tragedi seperti ini.",,2026-04-28T06:09:29.000Z,nozelism,in
bilangin pak prabowo tutup aja mbg karna BIARKAN KAMI YANG MEMASAKK #IZINNN,,2026-04-28T03:02:32.000Z,yuhaistr,in
3 MBG dapat 1800 perlintasan sebidang? @prabowo must check the math,,2026-04-28T13:00:35.000Z,ideide48,in
"Subsidi cuma untuk org miskin, apalagi subsidi makanan. Kita tahu dipaksakannya MBG utk potong anggaran yg selama ini dimanfaatkan klpk tertentu. Lalu diminta efisiensi utk menjepit semua arah. Sekian ribu T, Indonesia malah memilih makan2. 2029 msh jauh Pak @prabowo @Gerindra 😓",,2026-04-27T23:41:33.000Z,abgmbg,in
"PRABOWO BERHALUSINASI SOAL MBG

Pernyataan Prabowo yang mengklaim program Makan Bergizi Gratis (MBG) Indonesia jauh lebih unggul daripada program serupa di Jepang dan Eropa sungguh mencengangkan. Dengan menyebut distribusi 4,5 miliar porsi dan tingkat keracunan hanya 0,0006%,",,2026-04-28T22:44:58.000Z,anneserlo,in
@detikcom Heh duit program mbg lu @prabowo  pake tu bikin double double track. Kebijakan pemimpin selama jadi prresiden bakal di pertanggungjawabkan nantinya. Kebijakan yg salah dampaknya bisa kemana2,,2026-04-28T05:14:12.000Z,Pirikipri,in
Gagasan MBG Lebih Efisien Presiden Prabowo Membawa Dampak Besar Untuk Masyarakat #MBGHematAPBN https://t.co/mGPzWeWGCZ,,2026-04-28T21:38:53.000Z,mira_adeli4,in
"PRABOWO
K-POP
KERACUNAN MBG
GAJI GURU HONORER https://t.co/t6wV4wRkMs",,2026-04-25T12:37:35.000Z,Boediantar4,in
"Saya mendukung Program MBG. Namun, besarnya anggaran jadi pertanyaan saat pengelolaannya terlihat tak serius. Bagaimana program bisa berhasil jika caranya seperti ini? Perlu evaluasi tegas agar tepat sasaran.
Kok ga diganti Kepala BGN ini Pak @prabowo  ? https://t.co/I5jWxyDuXi",,2026-04-27T02:47:28.000Z,potrzayed,in
"Beruntung banget el sama syifa
nikahannya didatangi sama prabowo 
ntar kalo ada anaknya 
bisa cerita dulu nikah emak bapak mu
ada ceo MBG hadir https://t.co/TIAyRkHDrI",,2026-04-27T01:15:07.000Z,LambeSahamjja,in
"MBG Bukan Cost, Tapi Investasi! Ketua Bappisus: RI Bisa Jadi Negara Besar di Masa Depan

#mbg #indonesia #prabowo #bappisus #investasi #sdm #masaDepan #kebijakan #nasional #viral #trending #fyp #pangan #edukasi https://t.co/b6t9utk7Ee",,2026-04-26T09:11:15.000Z,KomaNewsroom,in
"Banyak yg mikir ini akun Zoom pribadi padahal ini level Enterprise yg dikelola Pusdatin untuk monitoring MBG di seluruh SPPG Kordinasi cepat dan transparan antar pusat daerah jadi lebih gampang tanpa harus buang² uang perjalanan dinas #LanjutkanMBG

Pak Prabowo Lindungi Bintaro https://t.co/6jWoej7LOv",,2026-04-26T04:31:58.000Z,AnggelaTijam,in
"Prabowo sudah melanggar UUD-1945 siapa yg bisa menindak ???.
jangan harap ke partai karena semua partai sudah disumpal ribuan dapur MBG. TNI dan Polri begitu juga sudah disumpal dapur MBG.

maka jalan satu-satunya adalah:
#RevolusiRI",,2026-04-25T11:45:16.000Z,Pecel_Lele5678,in
tiba-tiba jadi pengen ngerasain MBG VIP @prabowo,,2026-04-25T17:45:29.000Z,_ankenth,in
"Presiden MBG, bilangnya program, padahal proyek cuan.

""Prabowo Minta Video Hina MBG Dikumpulkan: Biar setiap Malam Saya Tonton""

""Saya siap mati untuk Republik kok dikatakan saya menghina Indonesia dengan MBG""

#PrabowoPresidenAntiKritik 
#PrabowoPresidenAntiKritik https://t.co/7bgFDMZJ7c",,2026-04-26T10:38:21.000Z,ArtaN7707,in
"Prabowo Tanpa MBG PASTI KALAH di 2029.
Prabowo dengan MBG 100% dukungan 2029",,2026-04-27T06:00:34.000Z,__anomali__,in
"Apakah beritanya sampai ke prabowo sebagai CEO MBG sekaligus presiden?
Ataukah berhenti di seskab teddy tanpa dilaporkan. Kemudian prabowo menyatakan yg keracunan itu hanyalah angka sekian persen.Tidak ada keprihatinan atas kegagalan proyek2nya. Nyawa rakyat buat prabowo dan",,2026-04-25T11:04:33.000Z,lucimaya123,in
inflasi ekonomi yang sia-sia. stop mbg pak @prabowo @Gerindra @DPR_RI,,2026-04-26T04:21:58.000Z,xzlailnmf,in
"Defisit 30 Triliun,
Imbas Program MBG 335 Triliun yg tanggung jawab Rakyat lagi.

@prabowo 
@KemenkeuRI 
@kemenkeu 
@KPK_RI 
@DPR_RI",,2026-04-26T12:15:29.000Z,JohnBanting03,in
"Akhirnya yang ditunggu hadir juga. MBG jadi penyelamat bagi siswa yang sering kesulitan bawa bekal. Sekolah lebih semangat, belajar lebih fokus, perut pun ikut tenang.@prabowo https://t.co/E7LHtwru4s",,2026-04-26T03:00:53.000Z,Epricila10,in
"ngentot lu semua bangsat, prabowo bangsat pemerintah anjing PEMILIH 02 PUKIIIIIIIIIIIII
pendidikan mau dibatesin tapi MBG MAU JALAN 25 TAHUN??? sakit lu semua bangsat",,2026-04-26T11:43:39.000Z,alsabilasta,in
Mereka sekolah atau MBG pak @prabowo Bu @puanmaharani_ri @DPR_RI @Kemdikdasmen @KemenkeuRI yang lebih prioritas? MBG bagus jika tepat sasaran dan dilaksanakan sungguh2. Hanya saja.. Silakan lihat BGN deh gmn.. Kritik benar ga didengar.. @BBCIndonesia @kompascom @UNESCO,,2026-04-25T08:10:19.000Z,andreadiwijaya,in
"@buywle Prabowo sudah ""menanam"" 3 Bom Waktu Besar:
- MBG
- Kopdes MP
- Danantara",,2026-04-26T09:47:05.000Z,meliksuman74092,in
"MBG bukan hanya solusi stunting, tapi juga akselerator pertumbuhan ekonomi nasional. Langkah strategis dari Prabowo Subianto.
#MBG #CegahStunting #EkonomiNasional #IndonesiaSehat https://t.co/Pj3AMvOX2k",,2026-04-27T01:47:11.000Z,AlexSamono72507,in
"Bergunung-gunung Utanga tak masalah, yang penting Bisnis MBG terus berjalan. Ayo semangat @prabowo tingkatkan utang https://t.co/dpAjiIF68t",,2026-04-26T08:02:00.000Z,syarifsiru,in
"Pilpres 2029 udah Aman si, gak mungkin semua yg skrg ada di lingkaran MBG gak milih Prabowo lagi.
Program gizi❎
Strategi pilpres✅",,2026-04-27T00:29:23.000Z,notbadfather,in
"AHOK SENTIL PROGRAM MBG, PRABOWO ANGKAT BICARA
#Ahok
#Prabowo
#MBG
#ProgramMBG
#BeritaPolitik https://t.co/g0esY4aMhX",,2026-04-24T03:06:56.000Z,GaspolStreet,in
"MBG hadir membawa manfaat nyata. Siswa lebih bahagia, uang jajan lebih hemat, dan kebutuhan nutrisi tetap aman terpenuhi. Langkah kecil hari ini, investasi besar untuk generasi sehat esok. @prabowo https://t.co/qFvUywjYJy",,2026-04-25T02:57:18.000Z,Epricila10,in
"Ada kekuatan apa dibelakang Dadan Hindayana..? Sedemikian telanjang terjadi mark up anggaran tapi Prabowo diam saja..?
Kebocoran di program MBG dibiarkan, bahkan @KPK_RI sering dicolek tetap saja tak bergeming..
.
Pulau Miangas
Slogan Pop ice
jaga situasi terkendali https://t.co/VsIFhQZjmu",,2026-04-24T13:48:49.000Z,Otto_0967,in
"Sudahkah bersyukur hari ini ?
MBG adalah Program Presiden @prabowo sebagai bentuk kepedulian pemerintah terhadap tumbuh kembang generasi muda, klu ada SPPG menunya jelek bkn berarti Progrmanya yg dihentikan tp dapurnyalah yg perlu dievaluasi

#LanjutkanMBG 

Hari Sabtu 
Investasi https://t.co/nXk8Rsmwfh",,2026-04-25T07:03:21.000Z,de_bungas,in
Satu tahun ke depan atau bahkan 6 bulan ke depan anak2 akan bosan dgn menu MBG. Biarkan saja @prabowo yg menanggung akibatnya.,,2026-04-25T13:40:07.000Z,_Haris_Srg,in
"🚨 NEW UPDATE 🚨

Menjelang laga Gameweek 34 menghadapi Newcastle United F.C. di Premier League, Prabowo Subianto dilaporkan siap menyalurkan program MBG pada half-time guna memulihkan energi skuad Arsenal F.C. ke level penuh.

Langkah ini disebut sebagai bagian dari strategi https://t.co/PhcnH9WLf1",,2026-04-24T06:47:38.000Z,txtdarigajelas,in
udahlah stop mbg gak @prabowo,,2026-04-25T16:54:18.000Z,leoncelo_,in
"Lagi 
Keracunan MBG 

Butuh berapa korban lagi pak ??
@prabowo",,2026-04-25T22:56:14.000Z,JohnBanting03,in
Mbg tuh gini kek @prabowo,,2026-04-26T02:43:23.000Z,zuriifuu,in
Day 57 @prabowo 10 dapur MBG vs 1 Triceratop siapa yang menang,,2026-04-25T02:05:49.000Z,NandasChamber,in
"Lain dulu lain sekarang, dahulu petani panen hasil panen terbuang karena harga murah bikin hati marah ,namun kini sejak ada MBG panen tidak panen hasil para petani terserap dan harga stabil hati petanipun riang ,MBG memberi harapan baru untuk semua @prabowo https://t.co/wVo3UdYHND",,2026-04-24T02:59:45.000Z,Epricila10,in
"Program MBG tidak hanya memberikan nutrisi bagi siswa, tetapi juga menjadi jaring pengaman ekonomi. Kisah Suranto, korban PHK yang kini bekerja di dapur MBG, membuktikan bahwa program unggulan Presiden Prabowo ini efektif menciptakan lapangan kerja lokal bagi masyarakat. https://t.co/MMhOjmdHlW",,2026-04-26T09:31:09.000Z,Pejuangni,in
